"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr1","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr1","Tem_irr2","Tem_irr3"
"Cpt1a",4218,5404,7801,7012,7218,6934,6755,7540,6556,4718,4496,8519
"Gal",0,36,0,0,0,60,0,0,10,20,0,0
"1810055G02Rik",162,480,542,10,693,137,109,478,276,328,246,384
"Ndufs8",5861,7607,8383,7838,4824,5617,5831,5705,6190,5831,8101,6732
"Tcirg1",2531,3662,3977,2949,3108,2720,3238,3438,2733,2511,3199,3503
"Chka",838,747,972,1288,1085,922,865,734,588,716,431,924
"Aldh3b1",1748,1585,3599,3023,884,1657,4643,3929,1546,2354,3633,1190
"Unc93b1",24509,20989,36991,25381,5837,8254,18483,17894,6289,7390,10717,7790
"Gstp3",418,883,833,580,744,609,914,1101,1547,836,1077,1356
"Aldh3b3",2,9,13,8,1,4,17,2,1,7,4,5
"Tbx10",0,0,0,0,0,0,0,12,0,7,0,0
"Ndufv1",5148,5594,7223,4672,4944,5940,5363,5067,5223,5954,7807,8400
"Aldh3b2",2,30,59,2,1,4,34,1,1,5,4,1
"Doc2g",233,175,219,30,41,61,101,34,186,34,3,56
"Gstp2",181,224,446,257,232,205,428,250,331,350,465,333
"Gstp1",5727,9257,10717,9122,10043,9778,10418,9435,10200,10261,13986,14868
"Acy3",0,0,0,0,26,0,32,56,0,20,0,52
"Nudt8",411,845,1198,683,595,395,645,380,820,444,494,640
"Tbc1d10c",20805,43050,47081,31901,41889,48410,23503,21679,29847,25319,40927,46613
"Aip",5647,8181,10623,6624,9402,11853,6416,6196,6580,7398,10400,10527
"Cabp2",0,0,0,0,0,0,0,0,7,0,0,0
"Pitpnm1",6458,9139,8535,4109,9293,7424,6654,6226,9193,6619,4695,8295
"Cdk2ap2",16254,17201,25161,22562,24658,25492,21467,20087,19644,18550,29495,33437
"Coro1b",18528,21953,32766,28298,20409,25892,28240,24308,17897,20905,27232,26700
"Tmem134",4061,6537,8168,6737,5059,6713,4935,5346,4051,5909,6428,6865
"Ptprcap",17233,31874,46947,32835,28711,27874,19663,18510,27014,21923,31691,36377
"Rps6kb2",1001,1814,2069,1140,1882,1683,1522,1408,1562,1197,2069,2329
"Carns1",2029,1700,1494,1660,1697,1285,516,397,278,282,349,705
"Gpr152",0,0,0,0,0,0,0,28,0,0,0,0
"Cabp4",0,16,19,76,0,2,0,2,0,12,0,0
"Clcf1",1497,2378,2557,2184,2490,1902,1493,1272,1495,1315,2108,2090
"Ankrd13d",187,713,699,668,313,130,424,176,382,211,568,521
"Adrbk1",8485,14579,6883,5665,4905,4888,5404,6973,8290,10716,4389,5379
"Ssh3",116,49,77,34,27,32,74,78,37,57,18,22
"Pold4",522,670,971,735,298,285,224,235,320,280,451,412
"Rad9a",3559,5565,6452,6631,5402,5776,2792,2735,3505,3116,4491,6311
"Rhod",124,0,0,0,0,0,73,93,0,57,170,48
"A930001C03Rik",0,0,0,0,0,0,85,72,56,33,32,52
"Lrfn4",34,0,0,0,0,2,0,12,0,2,0,0
"Gm960",0,3,11,0,6,13,9,0,0,0,0,1
"Rce1",1241,2591,3422,3089,2024,2323,2240,1738,2011,2144,2621,3429
"Rbm14",3337,3660,3986,3520,3869,3383,2424,2082,2128,2613,2279,3763
"Rbm4b",659,1258,1288,1772,1245,1160,844,847,875,440,1228,1481
"Rbm4",46,72,83,75,148,66,62,45,43,83,86,97
"Ccs",1114,1341,1941,1200,2069,1773,1384,1342,1100,1074,2332,2335
"Zdhhc24",223,847,1238,620,566,602,630,464,508,325,1318,677
"Peli3",0,106,56,0,106,0,8,41,0,6,0,2
"Mrpl11",1925,1732,2024,2712,1627,1550,1940,1903,1832,1873,2958,2384
"Actn3",0,0,0,0,0,0,0,2,0,0,0,10
"Bbs1",234,8,98,0,41,0,28,144,111,52,20,104
"Ctsf",542,493,428,138,351,350,780,730,178,230,114,172
"Dpp3",3836,6447,8661,8948,6570,7707,5884,4964,5278,4767,6743,10259
"B4gat1",1084,1070,1398,1284,1451,1336,1022,1239,380,978,1433,2054
"Rab1b",8762,12245,13480,8495,11549,11540,11758,9569,8902,10124,11129,12855
"Slc29a2",42,344,272,544,164,302,254,161,178,96,222,188
"Rin1",22,0,14,0,106,91,34,0,100,26,0,2
"Cd248",0,0,26,0,0,42,0,0,2,0,0,0
"Brms1",4165,4057,6187,5234,5041,5879,4400,4339,4137,4324,6523,6679
"Cnih2",29,21,21,0,60,44,38,12,20,15,1,13
"Yif1a",2295,2392,4375,2866,2644,3503,3247,3301,3364,2942,4022,5171
"Tmem151a",0,228,740,234,966,856,134,220,64,174,126,300
"Npas4",0,0,0,0,0,0,9,0,0,0,0,0
"Sf3b2",12879,18949,17656,13609,16952,18865,16333,14632,15508,16386,15356,20088
"Eif1ad",3471,4283,6265,4236,5963,6430,3655,3552,3588,4254,5801,7362
"Banf1",5177,6604,8670,9495,7663,7170,6389,5863,6667,5856,8588,10043
"Cst6",0,2,22,0,0,0,0,8,0,0,14,0
"Drap1",2361,3330,2067,1406,2042,1961,2397,3621,2942,3951,2068,2187
"Mus81",1134,1484,2506,2881,1393,1745,1511,1506,1765,1497,1231,2250
"AI837181",1813,3490,1805,624,1131,1351,1704,2025,2100,3070,1754,1628
"Fosl1",0,0,9,0,0,0,0,0,0,0,0,12
"Efemp2",0,207,140,180,157,240,371,238,224,580,292,312
"D330050I16Rik",90,101,62,111,53,94,42,82,22,46,82,104
"Sart1",4377,5861,6004,3401,6103,4578,4822,5108,5372,4840,5157,7818
"Ccdc85b",1231,1688,2602,1525,2859,2430,1312,1510,1625,1676,2251,2363
"Cfl1",50332,60278,70355,66103,65464,71178,63397,55503,58332,56863,76883,81550
"Ctsw",8644,24108,31764,13249,41583,37544,28976,29556,41747,25671,36240,53607
"Fibp",2726,2100,3214,3126,2832,2461,2669,2786,2839,3227,4168,4222
"1700020D05Rik",0,22,8,0,10,0,0,2,18,2,2,12
"4930481A15Rik",467,690,754,651,419,290,276,381,492,468,554,308
"Ovol1",0,18,11,0,2,2,6,23,0,2,35,10
"Kat5",1657,2216,2515,844,1513,1509,1784,1404,1103,1573,1335,2040
"Rnaseh2c",1679,2163,2922,1449,2818,2685,1821,1703,1988,2290,2961,3496
"Ap5b1",594,1222,1367,1332,1200,1328,1103,1345,837,1045,676,1310
"Sipa1",13485,23883,26942,13875,15540,14558,10576,10116,11532,9790,9256,14345
"Ehbp1l1",4844,5460,5085,4337,3950,5038,3443,4314,2788,3635,2844,3798
"Ltbp3",76,20,8,0,22,0,0,0,10,0,96,0
"Fam89b",2903,4328,4692,3596,5695,7404,4007,3286,2989,4348,4817,5562
"Map3k11",3271,4920,2683,3068,2946,2512,2885,3249,2289,3514,2036,2650
"Sssca1",610,851,1556,500,923,906,856,875,987,853,1384,1375
"Rela",8129,13212,12288,8242,8124,9635,7956,8554,8636,8676,10052,10962
"Kcnk7",0,94,176,0,362,352,144,161,206,224,154,316
"Pcnx3",3560,4970,2014,2249,1832,1950,2305,2377,3076,2661,988,759
"Neat1",4000,3648,5161,3210,8474,7686,3110,5004,2806,3114,3830,4780
"Frmd8",9242,13476,13599,10242,16178,18348,10303,11169,12072,11314,12509,18685
"Slc25a45",1980,2283,2589,4331,2718,2385,2618,2502,1650,2156,2387,2699
"Tigd3",128,98,52,0,86,0,37,12,2,24,102,52
"Malat1",60274,31349,35428,57186,103859,79244,40130,57945,33163,31495,97729,46886
"Pola2",2855,2324,2730,1736,2827,2619,2159,1449,2496,1727,2671,2769
"Capn1",1782,3225,1229,1228,1052,1259,1644,2330,2434,2748,926,1079
"Gm10814",0,0,39,0,5,15,32,23,0,4,2,25
"Cdc42ep2",795,274,990,192,292,450,1104,666,292,304,730,106
"Slc22a20",0,30,0,0,0,0,0,12,0,0,0,0
"Zfpl1",1656,1923,2989,1741,1596,2048,1530,1348,1291,1436,2089,1871
"Fau",18081,32135,17713,14890,10558,9426,11771,15497,19775,29541,16492,17743
"Cdca5",229,228,331,216,272,184,0,182,57,84,113,3
"Tm7sf2",415,216,196,26,230,233,94,176,53,322,143,115
"Snx15",1058,2509,2977,2548,2839,2460,2105,1636,2141,1963,3764,3576
"Znhit2",952,1682,2160,1672,1452,1701,1173,1022,743,913,2381,1750
"Vps51",2413,3575,4128,2496,3054,4217,3271,2455,1965,2880,3145,3067
"Mrpl49",2469,2207,3105,3209,2940,2625,1742,1874,2076,1437,3107,4047
"Arl2",1374,1237,1965,1192,1395,1151,1645,1542,1504,1405,2449,2278
"Syvn1",3663,6724,4135,2489,1706,1440,1811,2295,1517,2103,789,1262
"Sac3d1",963,1795,2648,817,1667,1630,2491,2479,2037,3106,4940,4339
"Tmem262",0,0,0,0,0,0,0,2,0,0,0,0
"Naaladl1",0,3,25,0,0,0,19,54,3,45,0,103
"Majin",0,8,0,0,0,0,32,22,35,0,0,0
"Batf2",80,16,169,252,0,53,403,156,76,120,118,140
"Atg2a",1788,4441,1915,1146,1899,2570,2352,2781,2322,1889,926,1624
"Ppp2r5b",1615,1614,1227,288,1144,1265,1087,1147,939,844,797,1263
"Men1",2672,3547,3580,2060,3595,3685,2643,2499,2715,2429,2320,4142
"Rasgrp2",6591,8698,9732,8072,7271,9155,4316,4825,4864,5359,6243,5280
"Map4k2",6838,8832,6761,5120,4457,4218,3935,4730,3662,4333,3033,4264
"Sf1",10817,13355,9341,6849,9614,8123,7742,9586,9946,10023,6886,10038
"Cdc42bpg",0,120,40,0,44,70,174,116,196,279,102,38
"Pygm",7,77,15,56,98,10,38,53,106,44,157,67
"Slc22a12",0,10,0,0,0,13,0,0,0,0,0,0
"Trmt112",3783,4968,6871,6436,5217,5629,4483,4232,4706,3516,6039,5967
"Tex40",0,5,4,0,21,0,15,0,0,0,26,0
"Gpr137",496,456,561,242,285,356,407,403,460,350,247,335
"Esrra",642,1344,800,606,806,926,804,1152,1059,1137,571,881
"Kcnk4",0,0,0,0,0,0,0,0,2,0,0,0
"Prdx5",5088,4522,6469,7065,5366,5401,5952,6108,3864,5038,7808,6642
"Ccdc88b",1423,4434,3239,1148,3222,3687,2908,3762,3103,4654,1960,3451
"Mir6990",4,2,0,0,5,1,2,0,1,7,1,0
"Rps6ka4",2359,4245,4985,2739,4372,5543,3177,3176,2876,3992,3187,5083
"Stip1",11276,14720,16437,17237,20266,19549,8984,9189,11639,7959,13190,19338
"Plcb3",905,998,1329,821,1005,1037,894,954,443,734,255,914
"Trpt1",1,96,240,170,224,116,180,177,133,56,103,112
"Dnajc4",842,991,1004,1080,909,848,797,914,763,608,1069,1044
"Fkbp2",1471,1513,2046,1325,1190,1383,1905,1608,1323,1426,2130,1513
"Nudt22",361,536,718,1166,999,1141,991,608,760,914,1626,1408
"Vegfb",335,476,220,224,70,61,201,670,434,718,92,75
"Ppp1r14b",900,1189,820,899,690,488,1008,1036,1064,1703,942,971
"Fermt3",12297,16841,24490,16907,16681,16621,17228,17637,12126,12363,16852,21334
"Flrt1",20,4,16,0,0,0,50,0,2,7,2,0
"Otub1",4132,4671,6777,5730,5229,5012,4398,4839,4583,5085,5823,6603
"Cox8a",10265,11820,13224,12049,12156,12617,12409,13388,13875,13498,15652,17178
"Naa40",2530,3176,4529,1220,3812,3378,2751,4409,3559,3854,4058,4046
"Rcor2",0,34,29,0,8,8,6,2,50,46,0,0
"AI846148",399,856,684,1716,817,581,661,682,748,700,313,595
"2700081O15Rik",78,30,0,0,28,4,36,16,6,6,0,0
"1700105P06Rik",0,0,0,0,6,0,0,0,0,0,0,0
"Atl3",1398,923,972,800,1193,827,1654,1203,1562,1103,821,1169
"Pla2g16",3067,3123,3903,3121,4364,4158,5529,4383,5400,4146,6058,6598
"Snord118",1,5,2,0,2,2,9,8,0,0,0,4
"Hrasls5",0,0,0,0,0,0,0,0,0,1,0,0
"Slc22a26",75,0,0,0,0,0,0,2,0,0,0,0
"Slc22a27",0,0,0,0,0,0,2,4,0,0,0,0
"Slc22a29",0,2,0,0,0,0,0,0,0,0,0,0
"Slc22a8",0,0,0,0,0,0,0,2,4,0,0,0
"Snhg1",1855,2234,467,1272,385,459,705,1261,1693,1256,504,615
"Chrm1",0,0,0,0,0,0,0,0,0,0,2,0
"1700092M07Rik",0,7,14,0,6,17,13,4,8,3,11,9
"Mir6992",6,1,0,0,5,11,3,6,2,1,2,1
"Stx5a",4086,3330,5786,3737,4192,4120,3401,3034,2940,2659,5551,5004
"Snord22",111,81,21,7,23,17,28,68,57,30,14,38
"Gm2518",115,7,9,0,41,12,0,7,0,5,0,32
"Tmem223",1564,2196,2322,1721,2020,1902,1759,1784,1994,2066,2456,2113
"Nxf1",10865,12696,13119,12732,12917,10429,9257,7995,10843,6251,9690,11536
"Tmem179b",3412,3538,4196,4181,4942,4292,3845,3970,4018,3404,5006,5416
"Slc3a2",6360,7125,10674,7566,8796,9875,9022,8023,7764,6422,12860,13237
"Wdr74",1784,2678,4201,4107,2624,2682,2570,2283,2505,2569,3699,3589
"9830166K06Rik",0,0,0,0,0,0,0,0,24,2,0,0
"LOC102640359",14,7,12,0,7,19,0,21,0,2,28,0
"Bscl2",3790,5076,6298,4239,7443,7792,7770,7410,6501,9452,14061,11621
"Ubxn1",3710,4589,6157,4424,4418,4965,3453,4180,4335,4338,6219,6292
"Polr2g",4508,4828,5133,8371,5223,5077,5209,4893,4198,3999,6636,6465
"Zbtb3",10,266,178,182,116,260,104,222,76,106,256,125
"1810009A15Rik",27,33,24,35,31,11,24,12,31,35,18,36
"5730408K05Rik",98,25,67,36,29,35,32,35,36,38,55,28
"Hnrnpul2",1280,1173,401,272,692,828,603,829,780,887,426,772
"Ttc9c",2217,2079,2272,2654,2601,2499,2205,2528,2418,1732,2213,3298
"Ints5",2196,3778,4385,2468,4297,3403,3078,3364,2875,3599,3966,5953
"Gng3",70,9,3,2,15,2,0,37,2,2,6,0
"Uqcc3",1634,2554,2703,1686,2629,2668,2370,2047,2174,2256,2809,3365
"Lrrn4cl",0,2,0,0,0,0,0,26,0,0,0,0
"Eml3",3742,4833,5689,1758,4449,4140,4213,4359,5091,4473,3899,3995
"Mta2",11096,13383,16025,14119,18174,15881,11660,12361,10389,11973,12933,18538
"Eef1g",23622,42046,19590,18650,14981,15046,17490,19782,32846,30650,21204,24984
"B3gat3",1679,2856,2413,1350,2622,2516,2533,2460,2781,3148,2653,3132
"Rom1",515,518,611,380,501,813,551,473,403,757,743,994
"Tut1",2827,3439,4911,3036,3555,4578,3059,2783,3690,2557,3335,4471
"Asrgl1",1150,2576,2721,952,2855,3510,3002,2448,2144,2048,3580,3412
"Scgb1a1",0,0,0,52,0,0,0,0,0,0,0,0
"Stxbp3-ps",22,22,16,14,14,20,21,14,12,14,12,14
"Incenp",1143,1039,1604,1297,1806,1813,1390,1409,896,1181,1304,1470
"Fads3",48,31,24,0,17,24,0,22,11,4,0,0
"Rab3il1",2781,2689,3874,2564,1827,2013,5697,5832,1690,2858,6319,1873
"Fth1",122295,84206,129762,138841,81722,92761,203171,204420,96008,123395,218789,104267
"Best1",45,83,5,0,12,4,68,59,20,17,0,89
"Fen1",2496,3456,3968,3712,2909,3383,2494,2414,2205,1894,2485,3065
"Tmem258",4300,4232,5164,6170,4442,4385,4431,4563,5120,4837,6299,6593
"Fads1",1321,876,837,416,870,1686,1362,2002,615,930,1056,927
"Dagla",0,38,0,0,0,2,0,8,0,28,0,0
"Ppp1r32",0,26,28,0,26,2,0,1,0,0,0,0
"Cyb561a3",20689,16671,21900,16334,6033,6261,3979,3591,3847,4042,4292,5140
"Sdhaf2",3944,4313,4835,6813,5245,5259,4134,3497,3813,3551,5955,5756
"Cpsf7",1311,1563,1221,1055,976,1191,1261,1813,2003,1291,813,1008
"Tmem216",589,357,652,128,354,514,448,481,521,272,602,567
"Tmem138",662,936,1114,440,679,975,617,597,852,735,885,748
"Tkfc",151,269,198,110,22,71,124,311,164,121,143,128
"Vps37c",1838,1933,2155,1923,1884,2467,1808,1768,1240,1581,2148,2096
"Vwce",0,0,0,0,0,0,0,0,0,3,0,0
"Cd5",4419,4854,6048,4504,5795,6342,4405,3563,4763,3935,5392,7258
"Tmem132a",164,229,65,1,55,68,11,64,179,55,47,14
"Slc15a3",532,575,827,729,469,644,863,1221,321,1014,627,525
"Cd6",7080,12701,14387,13584,18970,24922,13057,9502,12974,14199,15705,24581
"Ccdc86",1075,1563,2130,1705,1165,1778,1686,1474,1612,1106,1682,2472
"Ms4a15",0,0,0,0,0,0,0,0,4,0,2,14
"Prpf19",2129,1962,2411,2072,2022,2092,2578,2676,2577,2983,2370,2247
"Ptgdr2",0,3,36,0,0,0,27,3,0,2,0,9
"Ms4a10",0,0,0,0,0,0,0,0,31,0,0,0
"Zp1",0,0,0,0,0,0,42,0,0,28,0,0
"1700017D01Rik",0,0,0,0,0,0,0,2,4,0,0,0
"AW112010",27553,25339,37670,27480,57339,60276,68148,59380,67544,49095,82266,86427
"Ms4a8a",56,24,85,92,50,28,245,345,184,154,120,136
"Ms4a1",28465,28674,34446,57665,3464,3522,822,1074,1362,146,252,467
"Ms4a13",0,0,0,0,0,0,0,0,6,0,0,0
"Ms4a5",0,0,0,0,0,0,0,0,10,0,0,0
"Ms4a7",1362,716,1599,1450,736,646,2204,2640,569,668,1794,392
"Ms4a4a",1137,716,685,1153,493,590,1991,1820,772,486,1014,636
"Ms4a4c",5500,7515,10289,9642,7317,5284,17045,12031,20708,11709,12539,20704
"Ms4a6b",18607,30394,31475,27276,65649,61083,57257,47775,67426,49278,84475,108045
"Gm8369",2057,1672,1881,2434,2135,1378,3149,2669,3398,2325,2709,4139
"Ms4a6c",3338,1270,2179,4018,1403,1846,2833,2718,1376,1280,2797,1733
"Ms4a4b",33106,59191,72374,55646,172446,164800,154270,131988,174284,122879,226618,276095
"Ms4a4d",94,64,111,20,262,135,84,88,158,120,42,190
"Ms4a3",0,26,0,0,39,0,8,0,0,0,0,2
"Ms4a6d",1054,1046,1040,1800,2021,1699,4579,4339,3638,3865,4607,4531
"Ms4a2",16,16,67,254,60,0,0,0,0,0,0,0
"Oosp2",0,0,0,0,0,0,0,8,0,0,0,0
"Oosp3",39,0,0,0,0,0,0,0,12,0,0,0
"Mrpl16",1623,1704,1717,1496,1182,1596,1552,1662,2059,1475,2872,2587
"Oosp1",98,6,30,88,0,0,72,24,30,40,24,40
"Gif",0,0,0,0,0,0,0,1,0,0,0,0
"Olfr1417",0,0,0,0,0,0,10,0,0,0,0,0
"Olfr1419",0,0,0,0,0,0,2,0,0,0,0,0
"Olfr1420",0,0,0,0,0,0,0,12,0,0,0,0
"Mir6994",0,1,0,0,0,5,0,0,4,5,0,0
"Osbp",1804,1531,757,716,1210,1044,724,741,1520,1407,763,1110
"Olfr1424",0,0,0,2,0,0,7,0,0,0,0,0
"Olfr76",0,0,0,0,0,0,0,43,0,0,0,0
"Olfr262",0,0,0,0,0,0,0,10,0,0,0,0
"Olfr1432",2,0,0,0,0,0,0,0,2,0,0,0
"Pfpl",4,0,1,0,0,0,5,1,0,0,0,0
"Mpeg1",13510,4020,3753,5860,1224,3208,19355,19221,6240,9487,5702,1488
"Dtx4",967,1247,692,1595,722,1044,885,1286,1395,1195,701,1259
"Olfr1442",0,0,0,0,0,0,0,10,0,2,0,0
"Olfr1443",0,0,0,0,0,0,1,0,0,0,0,0
"Gm4952",0,0,0,0,0,0,0,0,0,0,0,42
"A330040F15Rik",12,10,0,80,29,7,15,17,0,38,4,0
"Lpxn",5322,7285,12432,8552,9890,10803,9907,7574,9214,6931,12361,15037
"Cntf",0,0,0,0,0,0,2,6,2,0,0,0
"Zfp91",762,677,150,201,341,319,498,604,569,523,316,303
"Olfr1446",0,0,2,0,0,0,0,0,0,0,0,0
"Olfr1448",0,0,0,0,0,0,0,0,1,0,0,0
"Olfr1444",0,0,5,0,0,29,0,4,0,21,0,0
"Olfr1453",85,0,0,0,0,0,0,0,0,0,0,0
"Olfr1463",0,0,2,0,0,0,0,11,0,0,0,0
"Olfr1466",0,0,0,0,0,0,0,6,0,0,0,0
"Olfr1469",0,0,0,0,0,0,0,15,0,0,0,0
"Olfr1474",0,0,0,0,0,0,0,0,2,0,0,0
"Olfr1477",0,0,0,0,0,0,0,0,26,0,0,0
"Olfr1494",0,0,0,0,0,0,2,0,0,0,0,0
"Olfr1495",60,0,0,0,0,0,0,0,0,0,0,0
"Olfr1499",0,0,8,0,0,0,0,0,0,0,0,0
"Olfr1502",0,0,0,0,0,0,0,0,16,0,0,0
"Cep78",848,475,614,465,945,420,323,538,425,338,270,648
"Psat1",1006,1396,1155,846,1120,714,1300,986,1938,779,1420,1310
"E030024N20Rik",80,150,294,158,138,112,116,182,215,130,222,206
"Mir496b",0,0,0,0,0,0,0,7,0,0,0,0
"Gcnt1",2178,1264,1178,1344,552,984,1983,1370,407,779,837,442
"Rfk",7214,6709,8045,9968,6928,8138,5735,4523,3603,3898,5653,6979
"Carnmt1",1208,1296,747,1086,1400,1080,1103,1313,1438,1118,1218,1306
"Nmrk1",1052,1151,1158,367,1842,1505,1192,1095,1126,892,1685,1177
"D030056L22Rik",1042,1830,1230,570,1661,1286,979,856,1048,1061,1568,1702
"Anxa1",8445,5485,7007,7799,11118,12684,6565,5677,5268,4139,9326,10036
"Aldh1a1",684,382,274,702,448,166,52,14,34,0,26,0
"4930554I06Rik",0,0,0,0,0,0,0,0,0,0,0,13
"Zfand5",7693,5393,3051,2950,4394,2161,5406,5614,4575,3566,3126,2587
"Gda",2133,1352,725,1338,1072,563,1338,1709,473,48,12,328
"Abhd17b",2676,3579,538,604,352,192,581,1412,2072,1137,140,283
"Tmem2",637,424,376,348,400,927,955,526,607,539,334,402
"Mir1192",2,0,0,0,0,0,0,0,3,0,0,0
"Klf9",125,222,57,84,101,97,96,275,224,103,62,210
"Smc5",1944,2508,1747,1291,3710,2780,1818,1687,2341,1401,2403,3617
"Ptar1",366,365,170,499,237,450,287,376,317,201,318,418
"Fxn",547,996,1220,1368,763,889,438,516,820,758,997,1186
"Fam122a",1401,896,1587,1186,1589,1038,1370,1236,1152,1096,1271,1267
"Foxd4",0,39,18,0,2,3,111,89,26,1,17,17
"Cbwd1",779,650,564,699,615,315,789,508,556,350,830,887
"Dmrt3",0,0,24,0,0,0,0,23,0,0,0,0
"Dmrt2",4,0,0,0,0,94,0,0,0,0,0,0
"2610016A17Rik",0,0,0,0,0,0,0,0,18,0,0,0
"4931403E22Rik",10,1,0,0,0,0,0,0,0,2,0,0
"Vldlr",0,0,0,0,0,0,0,4,0,0,0,0
"Kcnv2",90,48,0,49,0,0,0,0,0,0,0,0
"C030016D13Rik",0,0,2,0,10,0,0,4,0,0,0,0
"Plpp6",1260,1486,543,420,1048,276,1738,1667,1251,1359,415,650
"4430402I18Rik",5,69,12,0,34,0,31,11,25,19,0,48
"Cdc37l1",2158,2873,1885,3123,3102,2504,2262,2852,1950,2233,1894,3228
"1700018L02Rik",3,20,1,0,1,2,4,3,3,21,4,0
"Ak3",5383,4185,4621,4803,5238,7583,5886,4834,4363,4119,7935,7750
"Gm9895",0,17,38,0,10,2,0,5,0,12,72,25
"Mir101b",0,0,0,0,0,0,0,0,0,0,4,0
"Rcl1",2238,1972,3619,3688,2940,2035,2934,2313,3187,2240,2922,3735
"Jak2",4049,6509,1434,1447,1904,1471,1660,4716,4558,4970,1658,1000
"Insl6",722,900,984,416,1826,1662,1464,877,1206,1611,2030,2269
"Cd274",4082,3236,3931,2522,3868,2415,5796,5231,4790,3479,5241,4158
"Pdcd1lg2",75,386,391,329,97,111,329,270,438,320,246,346
"Ric1",687,520,293,1,401,367,1266,841,631,850,550,346
"A930007I19Rik",54,22,10,4,20,13,16,8,6,47,48,22
"Mlana",0,5,0,0,0,0,0,0,0,10,0,0
"Ranbp6",1766,886,1470,3388,1816,1716,1358,1714,1869,1000,1466,1970
"Il33",0,0,0,0,0,0,4,0,12,0,0,0
"Uhrf2",3256,3117,2677,1840,4292,3755,2764,2785,3453,2961,2445,3386
"Mbl2",0,0,0,0,0,0,0,6,0,0,0,0
"Ppp1r2-ps3",0,0,10,2,0,1,2,1,0,4,0,0
"Gm6642",0,0,0,0,0,0,0,16,0,0,0,0
"Cstf2t",3252,4238,5420,4730,4272,5290,5611,3790,4422,2818,4698,5136
"A1cf",0,0,0,0,2,0,1,0,0,0,0,2
"Asah2",58,39,15,18,0,10,62,62,39,29,0,0
"2700046G09Rik",0,0,8,0,0,0,0,17,8,2,0,0
"Atad1",3661,4950,3912,6296,5517,4727,5170,4706,4805,4387,6471,5300
"Lipo4",2,0,0,1,0,0,0,0,0,0,1,0
"Gm8978",0,0,0,0,0,0,0,3,0,0,0,0
"Lipo3",598,809,539,985,1104,788,1434,633,588,541,926,915
"Lipo1",0,0,0,2,0,0,0,3,0,4,0,1
"Lipo2",2,8,4,10,6,2,9,6,0,3,15,10
"Lipk",2,0,0,0,0,0,0,0,0,0,0,0
"Lipm",14,0,0,0,0,0,0,0,2,0,0,0
"Ankrd22",70,0,24,0,0,0,16,18,0,0,0,0
"Fas",1240,1214,1270,2127,1502,1761,2650,3014,2969,3341,4860,4627
"Acta2",122,68,37,163,2,6,132,116,5,74,153,26
"Ch25h",0,0,0,0,0,0,30,8,26,0,0,0
"Ifit2",1474,2242,1519,1830,4087,2799,11719,8533,5584,5978,5923,7015
"Lipa",7259,4837,9382,10780,7861,8558,23153,24049,8132,9330,17025,9294
"Ifit3",1602,2405,1896,1264,2175,2324,25533,22861,20662,16286,21822,24957
"Ifit1bl1",2182,5599,5516,2756,12576,11437,14725,13580,17176,13589,14525,23277
"Ifit1bl2",6,149,97,138,216,222,561,552,751,211,198,326
"Ifit1",926,1432,1170,838,1438,1046,15497,13353,12122,12420,13882,12205
"Ifit3b",392,607,813,808,662,735,7844,6436,5647,4513,7972,6411
"Kif20b",758,414,625,1058,424,916,780,497,414,212,593,319
"Rpp30",1125,1873,1152,1866,1398,1174,1680,1193,1494,1026,1964,2014
"Ankrd1",0,0,0,24,0,0,0,0,0,0,0,7
"Ppp1r3c",0,0,0,0,0,0,8,0,0,0,0,0
"Fgfbp3",168,232,142,24,223,92,100,45,106,108,174,198
"Tnks2",4691,9879,2211,2324,2601,2038,3790,8482,9929,10530,3011,2730
"A330032B11Rik",0,6,0,0,0,0,0,0,0,0,0,4
"Ide",4455,4490,4042,2885,6671,7965,6592,5439,5394,4615,4903,8004
"4931408D14Rik",1,28,0,0,0,0,6,5,0,0,0,0
"Kif11",1022,765,972,754,416,850,6,82,206,152,0,0
"Hhex",4577,3676,6461,5932,629,492,1013,785,497,340,446,282
"Cyp26a1",0,6,0,0,0,0,0,5,2,0,0,0
"Cyp26c1",0,0,0,0,0,0,7,0,0,0,0,0
"Cep55",187,337,138,286,116,228,151,117,0,134,110,306
"Ffar4",142,74,26,174,2,0,16,42,0,0,0,44
"Fra10ac1",589,831,1282,1331,925,892,1247,994,891,905,1057,1384
"Tbc1d12",485,221,33,42,20,2,157,144,188,237,116,84
"Cyp2c55",0,0,0,0,0,0,2,0,2,0,0,0
"Hells",461,830,671,1937,825,963,901,684,952,501,516,1040
"Cyp2c66",0,8,0,0,0,0,25,5,0,0,0,0
"Cyp2c65",0,0,0,0,0,0,20,0,12,0,0,0
"Cyp2c53-ps",0,0,0,0,0,0,0,6,4,0,0,0
"Cyp2c39",0,0,3,0,0,0,11,0,0,0,0,0
"Cyp2c67",0,0,0,0,0,0,0,4,0,2,0,0
"Cyp2c54",0,0,0,0,0,0,0,2,0,0,0,0
"Cyp2c70",10,0,0,0,0,0,0,0,0,0,0,0
"Aldh18a1",3060,3011,4797,1035,3840,5477,4178,4476,3723,4460,4386,5411
"Tctn3",586,746,679,450,493,812,809,750,654,513,870,925
